Tweet_ID,Time,,,,,,,,,,,,,,,,,,
TID1362,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3625,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6694,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3186,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2862,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8989,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3528,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9530,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4060,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5366,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4145,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7568,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9348,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2352,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9372,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7194,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7363,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3550,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8399,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6051,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8756,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5821,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1129,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8080,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9171,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4791,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3855,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1776,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6023,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6260,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2203,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3614,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3028,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8668,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3565,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3918,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2865,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4213,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4730,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6747,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2960,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9333,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1905,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7006,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7478,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8516,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8583,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3463,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4207,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1451,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6594,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8363,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7044,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4791,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6476,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5996,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9335,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6847,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5518,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3422,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5467,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5155,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8226,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2409,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6609,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6140,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6334,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1436,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8196,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2341,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7466,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9645,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4227,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6417,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6610,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5817,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8585,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7541,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7083,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6335,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5764,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1069,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7528,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4479,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4457,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8038,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8951,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9908,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2412,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3581,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2187,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6436,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9328,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1601,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2361,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3282,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1740,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2431,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9682,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5078,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3611,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1012,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5533,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3005,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5492,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7396,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4147,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7135,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8798,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2266,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6333,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4195,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6428,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2218,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9122,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3874,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4132,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2953,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4304,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6310,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2465,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1044,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1083,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9544,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3354,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4653,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5304,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6531,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4190,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1553,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7398,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7703,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8650,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9874,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6020,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7012,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8562,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1110,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3004,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8283,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8739,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3065,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1376,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6647,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6261,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8993,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2222,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4063,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5738,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3548,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3662,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4726,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6972,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7515,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3636,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1315,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7912,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6652,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2840,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4200,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6346,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1812,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4629,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5907,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9865,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5930,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3559,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5496,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4074,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7896,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1283,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6042,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1809,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1871,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9704,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8067,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4800,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7524,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4532,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9329,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9421,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8292,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8690,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9048,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7299,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3480,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1103,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9856,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3909,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6354,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2798,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3412,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9011,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6946,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7416,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1237,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8157,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8337,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5018,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9563,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4138,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2540,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6911,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8282,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1150,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2575,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1664,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4320,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3758,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9120,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8604,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9365,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8090,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4720,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3853,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1887,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9460,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2918,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5824,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4559,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9839,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7576,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9040,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8155,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6108,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6695,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7895,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8025,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1562,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1860,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7269,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1035,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7015,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6747,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1771,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6561,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4323,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2482,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8140,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1928,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1064,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6638,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2572,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3843,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9918,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7481,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6569,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6894,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1218,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5782,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6296,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1929,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5096,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7861,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4143,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5374,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6858,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7007,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3085,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8714,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7840,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4972,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2094,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3374,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5088,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8319,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6537,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7786,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3306,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9860,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5496,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6303,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3433,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6761,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2168,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8284,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6858,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3233,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3445,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2969,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8745,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7675,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5695,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6938,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7123,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2577,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2076,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4485,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5360,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4805,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4470,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8790,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9865,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9307,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1917,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9608,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8564,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6777,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3569,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7488,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6753,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4425,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4399,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3255,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9172,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2246,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7576,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2341,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4597,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6824,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8883,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5583,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7031,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3129,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5608,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8072,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3525,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5275,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6600,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2568,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7981,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9509,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4270,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4884,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7186,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5740,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9330,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5588,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9891,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5568,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3649,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8195,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3141,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3815,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9303,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3609,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2476,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5199,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9236,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8017,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6634,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9478,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5956,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9212,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4173,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6389,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7215,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7911,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1451,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9757,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID2109,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3418,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6400,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1503,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID8147,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9244,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7807,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9063,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7338,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1563,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7191,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3488,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID5164,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3281,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3277,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9296,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4145,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9769,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1043,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7120,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3098,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID7794,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID1340,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID4600,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID3381,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID9868,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
TID6054,3:00 PM/5:00 PM,,,,,,,,,,,,,,,,,,
